year,st,stateno,state,exp_public_welfare,gini_coef,welfare_spending_percap,x_chip_pregnantwomen,z_ssi_afdc_families_payments,z_tanf_initialelig
1995,MO,25,Missouri,NA,0.55584311,542.2600098,NA,NA,NA
1996,MO,25,Missouri,NA,0.57381368,539.8900146,NA,NA,756.952
1997,MO,25,Missouri,NA,0.55832225,567.0999756,NA,NA,739.586
1998,MO,25,Missouri,NA,0.56525767,607.0700073,185,NA,727.542
1999,MO,25,Missouri,NA,0.56621647,681.4199829,185,NA,711.947
2000,MO,25,Missouri,NA,0.57059819,716.0499878,185,NA,687.667
2001,MO,25,Missouri,NA,0.55972618,828.8900146,185,NA,669.194
2002,MO,25,Missouri,NA,0.55934054,967.5499878,185,NA,657.312
2003,MO,25,Missouri,NA,0.57020164,978.4699707,185,NA,641.505
2004,MO,25,Missouri,NA,0.5856111,982.6199951,185,NA,623.936
2005,MO,25,Missouri,NA,0.60554802,1091.099976,185,NA,602.98
2006,MO,25,Missouri,NA,0.61901897,1022.890015,185,NA,585.242
2007,MO,25,Missouri,NA,0.62476748,NA,185,NA,390.158
2008,MO,25,Missouri,NA,0.61924386,NA,185,NA,375.875
2009,MO,25,Missouri,NA,0.60482597,NA,185,NA,551.714
2010,MO,25,Missouri,NA,0.58946884,NA,185,NA,543.026
2011,MO,25,Missouri,NA,0.59667635,NA,185,NA,526.188
2012,MO,25,Missouri,8153718,0.61001909,NA,185,NA,515.365
2013,MO,25,Missouri,7988161,0.59649366,NA,NA,NA,505.26
2014,MO,25,Missouri,8078290,NA,NA,NA,NA,NA
2015,MO,25,Missouri,8399342,NA,NA,NA,NA,NA
2016,MO,25,Missouri,8666452,NA,NA,NA,NA,NA
2017,MO,25,Missouri,NA,NA,NA,NA,NA,NA
2018,MO,25,Missouri,NA,NA,NA,NA,NA,NA
2019,MO,25,Missouri,NA,NA,NA,NA,NA,NA
2020,MO,25,Missouri,NA,NA,NA,NA,NA,NA
1900,MS,24,Mississippi,NA,NA,NA,NA,NA,NA
1901,MS,24,Mississippi,NA,NA,NA,NA,NA,NA
1902,MS,24,Mississippi,NA,NA,NA,NA,NA,NA
1903,MS,24,Mississippi,NA,NA,NA,NA,NA,NA
1904,MS,24,Mississippi,NA,NA,NA,NA,NA,NA
1905,MS,24,Mississippi,NA,NA,NA,NA,NA,NA
1906,MS,24,Mississippi,NA,NA,NA,NA,NA,NA
1907,MS,24,Mississippi,NA,NA,NA,NA,NA,NA
1908,MS,24,Mississippi,NA,NA,NA,NA,NA,NA
1909,MS,24,Mississippi,NA,NA,NA,NA,NA,NA
1910,MS,24,Mississippi,NA,NA,NA,NA,NA,NA
1911,MS,24,Mississippi,NA,NA,NA,NA,NA,NA
1912,MS,24,Mississippi,NA,NA,NA,NA,NA,NA
1913,MS,24,Mississippi,NA,NA,NA,NA,NA,NA
1914,MS,24,Mississippi,NA,NA,NA,NA,NA,NA
1915,MS,24,Mississippi,NA,NA,NA,NA,NA,NA
1916,MS,24,Mississippi,NA,NA,NA,NA,NA,NA
1917,MS,24,Mississippi,NA,0.43674847,NA,NA,NA,NA
1918,MS,24,Mississippi,NA,0.37770107,NA,NA,NA,NA
1919,MS,24,Mississippi,NA,0.44083434,NA,NA,NA,NA
1920,MS,24,Mississippi,NA,0.34552786,NA,NA,NA,NA
1921,MS,24,Mississippi,NA,0.4073385,NA,NA,NA,NA
1922,MS,24,Mississippi,NA,0.39360943,NA,NA,NA,NA
1923,MS,24,Mississippi,NA,0.39118803,NA,NA,NA,NA
1924,MS,24,Mississippi,NA,0.39059782,NA,NA,NA,NA
1925,MS,24,Mississippi,NA,0.42681435,NA,NA,NA,NA
1926,MS,24,Mississippi,NA,0.41190124,NA,NA,NA,NA
1927,MS,24,Mississippi,NA,0.42815354,NA,NA,NA,NA
1928,MS,24,Mississippi,NA,0.42145252,NA,NA,NA,NA
1929,MS,24,Mississippi,NA,0.41288418,NA,NA,NA,NA
1930,MS,24,Mississippi,NA,0.39543167,NA,NA,NA,NA
1931,MS,24,Mississippi,NA,0.38193551,NA,NA,NA,NA
1932,MS,24,Mississippi,NA,0.36622253,NA,NA,NA,NA
1933,MS,24,Mississippi,NA,0.38910544,NA,NA,NA,NA
1934,MS,24,Mississippi,NA,0.40801078,NA,NA,NA,NA
1935,MS,24,Mississippi,NA,0.4166168,NA,NA,NA,NA
1936,MS,24,Mississippi,NA,0.44365183,NA,NA,292.176,NA
1937,MS,24,Mississippi,NA,0.43292573,NA,NA,282.031,NA
1938,MS,24,Mississippi,NA,0.4572328,NA,NA,288.031,NA
1939,MS,24,Mississippi,NA,0.42865878,NA,NA,189.071,NA
1940,MS,24,Mississippi,NA,0.41011932,NA,NA,188.279,NA
1941,MS,24,Mississippi,NA,0.43911409,NA,NA,562.772,NA
1942,MS,24,Mississippi,NA,0.47633865,NA,NA,502.298,NA
1943,MS,24,Mississippi,NA,0.44457072,NA,NA,484.062,NA
1944,MS,24,Mississippi,NA,0.46295032,NA,NA,594.649,NA
1945,MS,24,Mississippi,NA,0.48132992,NA,NA,590.234,NA
1946,MS,24,Mississippi,NA,0.48163176,NA,NA,546.684,NA
1947,MS,24,Mississippi,NA,0.45211592,NA,NA,482.868,NA
1948,MS,24,Mississippi,NA,0.45556736,NA,NA,443.018,NA
1949,MS,24,Mississippi,NA,0.44115195,NA,NA,452.47,NA
1950,MS,24,Mississippi,NA,0.44408268,NA,NA,460.008,NA
1951,MS,24,Mississippi,NA,0.43297783,NA,NA,309.271,NA
1952,MS,24,Mississippi,NA,0.43707216,NA,NA,405.416,NA
1953,MS,24,Mississippi,NA,0.42959371,NA,NA,424.411,NA
1954,MS,24,Mississippi,NA,0.43251812,NA,NA,395.551,NA
1955,MS,24,Mississippi,NA,0.44429362,NA,NA,422.549,NA
1956,MS,24,Mississippi,NA,0.4668996,NA,NA,417.634,NA
1957,MS,24,Mississippi,NA,0.45863906,NA,NA,408.194,NA
1958,MS,24,Mississippi,NA,0.46688777,NA,NA,567.816,NA
1959,MS,24,Mississippi,NA,0.49943525,NA,NA,578.672,NA
1960,MS,24,Mississippi,NA,0.46938163,NA,NA,501.092,NA
1961,MS,24,Mississippi,NA,0.46512383,NA,NA,473.244,NA
1962,MS,24,Mississippi,NA,0.46226922,NA,NA,455.277,NA
1963,MS,24,Mississippi,NA,0.46237743,NA,NA,452.693,NA
1964,MS,24,Mississippi,NA,0.46487302,NA,NA,449.933,NA
1965,MS,24,Mississippi,NA,0.47735244,NA,NA,394.716,NA
1966,MS,24,Mississippi,NA,0.47862786,NA,NA,320.089,NA
1967,MS,24,Mississippi,NA,0.47613445,NA,NA,322.826,NA
1968,MS,24,Mississippi,NA,0.4752869,NA,NA,290.569,NA
1969,MS,24,Mississippi,NA,0.4956347,NA,NA,338.941,NA
1970,MS,24,Mississippi,NA,0.46564877,NA,NA,326.333,NA
1971,MS,24,Mississippi,NA,0.47707108,NA,NA,353.517,NA
1972,MS,24,Mississippi,NA,0.46237016,NA,NA,320.909,NA
1973,MS,24,Mississippi,NA,0.48812634,NA,NA,279.815,NA
1974,MS,24,Mississippi,NA,0.4846521,NA,NA,236.644,NA
1975,MS,24,Mississippi,NA,0.47653311,74.72000122,NA,209.098,NA
1976,MS,24,Mississippi,NA,0.48455641,84.08000183,NA,189.707,NA
1977,MS,24,Mississippi,NA,0.49717796,93.26000214,NA,171.126,NA
1978,MS,24,Mississippi,NA,0.47804159,116.0299988,NA,227.986,NA
1979,MS,24,Mississippi,NA,0.48113707,140.2400055,NA,259.388,NA
1980,MS,24,Mississippi,NA,0.50669163,152.5899963,NA,250.489,NA
1981,MS,24,Mississippi,NA,0.5093413,163.0399933,NA,229.405,NA
1982,MS,24,Mississippi,NA,0.52061468,172.3300018,NA,223.03,NA
1983,MS,24,Mississippi,NA,0.5282529,165.5800018,NA,218.909,NA
1984,MS,24,Mississippi,NA,0.52932507,185.6799927,NA,209.839,NA
1985,MS,24,Mississippi,NA,0.53413987,186.3099976,NA,256.56,NA
1986,MS,24,Mississippi,NA,0.53532964,196.2200012,NA,258.515,NA
1987,MS,24,Mississippi,NA,0.54424179,210.4100037,NA,253.48,NA
1988,MS,24,Mississippi,NA,0.5596537,239.6300049,NA,239.611,NA
1989,MS,24,Mississippi,NA,0.58480775,266.1400146,NA,230.79,NA
1990,MS,24,Mississippi,NA,0.5784449,270.3399963,NA,224.086,NA
1991,MS,24,Mississippi,NA,0.57233137,335.1600037,NA,218.418,NA
1992,MS,24,Mississippi,NA,0.5681228,463.7900085,NA,211.923,NA
1993,MS,24,Mississippi,NA,0.56604606,511.8500061,NA,NA,NA
1994,MS,24,Mississippi,NA,0.55534792,598.4099731,NA,NA,NA
1995,MS,24,Mississippi,NA,0.5570997,606.1099854,NA,NA,NA
1996,MS,24,Mississippi,NA,0.58107072,611.7600098,NA,NA,707.805
1997,MS,24,Mississippi,NA,0.55689931,692.2800293,NA,NA,691.639
1998,MS,24,Mississippi,NA,0.55974746,686.25,185,NA,680.018
1999,MS,24,Mississippi,NA,0.55357862,789.039978,185,NA,665.512
2000,MS,24,Mississippi,NA,0.55705148,890.2199707,185,NA,641.296
2001,MS,24,Mississippi,NA,0.55160803,1001.179993,185,NA,624.414
2002,MS,24,Mississippi,NA,0.56430143,1193.699951,185,NA,613.72
2003,MS,24,Mississippi,NA,0.60101593,1294.459961,185,NA,598.949
2004,MS,24,Mississippi,NA,0.6392253,1379.660034,185,NA,579.338
2005,MS,24,Mississippi,NA,0.67709088,1476.050049,200,NA,557.717
2006,MS,24,Mississippi,NA,0.70744073,1335.719971,200,NA,538.261
2007,MS,24,Mississippi,NA,0.70884311,NA,200,NA,518.735
2008,MS,24,Mississippi,NA,0.69629419,NA,200,NA,499.745
2009,MS,24,Mississippi,NA,0.64772803,NA,200,NA,502.85
2010,MS,24,Mississippi,NA,0.60710323,NA,200,NA,494.931
2011,MS,24,Mississippi,NA,0.58260012,NA,200,NA,479.584
2012,MS,24,Mississippi,5440263,0.59545141,NA,200,NA,469.72
2013,MS,24,Mississippi,5816559,0.5826782,NA,NA,NA,460.51
2014,MS,24,Mississippi,5812078,NA,NA,NA,NA,NA
2015,MS,24,Mississippi,6228236,NA,NA,NA,NA,NA
2016,MS,24,Mississippi,6633077,NA,NA,NA,NA,NA
2017,MS,24,Mississippi,NA,NA,NA,NA,NA,NA
2018,MS,24,Mississippi,NA,NA,NA,NA,NA,NA
2019,MS,24,Mississippi,NA,NA,NA,NA,NA,NA
2020,MS,24,Mississippi,NA,NA,NA,NA,NA,NA
1900,MT,26,Montana,NA,NA,NA,NA,NA,NA
1901,MT,26,Montana,NA,NA,NA,NA,NA,NA
1902,MT,26,Montana,NA,NA,NA,NA,NA,NA
1903,MT,26,Montana,NA,NA,NA,NA,NA,NA
1904,MT,26,Montana,NA,NA,NA,NA,NA,NA
1905,MT,26,Montana,NA,NA,NA,NA,NA,NA
1906,MT,26,Montana,NA,NA,NA,NA,NA,NA
1907,MT,26,Montana,NA,NA,NA,NA,NA,NA
1908,MT,26,Montana,NA,NA,NA,NA,NA,NA
1909,MT,26,Montana,NA,NA,NA,NA,NA,NA
1910,MT,26,Montana,NA,NA,NA,NA,NA,NA
1911,MT,26,Montana,NA,NA,NA,NA,NA,NA
1912,MT,26,Montana,NA,NA,NA,NA,NA,NA
1913,MT,26,Montana,NA,NA,NA,NA,NA,NA
1914,MT,26,Montana,NA,NA,NA,NA,NA,NA
1915,MT,26,Montana,NA,NA,NA,NA,NA,NA
1916,MT,26,Montana,NA,NA,NA,NA,NA,NA
1917,MT,26,Montana,NA,0.35487461,NA,NA,NA,NA
1918,MT,26,Montana,NA,0.31743065,NA,NA,NA,NA
1919,MT,26,Montana,NA,0.30913267,NA,NA,NA,NA
1920,MT,26,Montana,NA,0.25649849,NA,NA,NA,NA
1921,MT,26,Montana,NA,0.30819097,NA,NA,NA,NA
1922,MT,26,Montana,NA,0.32190165,NA,NA,NA,NA
1923,MT,26,Montana,NA,0.30010039,NA,NA,NA,NA
1924,MT,26,Montana,NA,0.31640503,NA,NA,NA,NA
1925,MT,26,Montana,NA,0.34699205,NA,NA,NA,NA
1926,MT,26,Montana,NA,0.3761338,NA,NA,NA,NA
1927,MT,26,Montana,NA,0.39341089,NA,NA,NA,NA
1928,MT,26,Montana,NA,0.42466891,NA,NA,NA,NA
1929,MT,26,Montana,NA,0.42196617,NA,NA,NA,NA
1930,MT,26,Montana,NA,0.38169393,NA,NA,NA,NA
1931,MT,26,Montana,NA,0.35668144,NA,NA,NA,NA
1932,MT,26,Montana,NA,0.34258783,NA,NA,NA,NA
1933,MT,26,Montana,NA,0.33108878,NA,NA,NA,NA
1934,MT,26,Montana,NA,0.33441326,NA,NA,NA,NA
1935,MT,26,Montana,NA,0.34066558,NA,NA,NA,NA
1936,MT,26,Montana,NA,0.34743705,NA,NA,387.368,NA
1937,MT,26,Montana,NA,0.32738951,NA,NA,494.448,NA
1938,MT,26,Montana,NA,0.34857798,NA,NA,513.264,NA
1939,MT,26,Montana,NA,0.33645919,NA,NA,500.646,NA
1940,MT,26,Montana,NA,0.34080511,NA,NA,516.901,NA
1941,MT,26,Montana,NA,0.37023017,NA,NA,522.574,NA
1942,MT,26,Montana,NA,0.41660094,NA,NA,499.316,NA
1943,MT,26,Montana,NA,0.36825562,NA,NA,480.249,NA
1944,MT,26,Montana,NA,0.40092471,NA,NA,494.528,NA
1945,MT,26,Montana,NA,0.43359381,NA,NA,696.638,NA
1946,MT,26,Montana,NA,0.43389669,NA,NA,794.433,NA
1947,MT,26,Montana,NA,0.42809156,NA,NA,788.201,NA
1948,MT,26,Montana,NA,0.42509839,NA,NA,747.421,NA
1949,MT,26,Montana,NA,0.42055213,NA,NA,848.767,NA
1950,MT,26,Montana,NA,0.41632617,NA,NA,837.672,NA
1951,MT,26,Montana,NA,0.42304492,NA,NA,847.373,NA
1952,MT,26,Montana,NA,0.41629574,NA,NA,905.291,NA
1953,MT,26,Montana,NA,0.41648686,NA,NA,985.171,NA
1954,MT,26,Montana,NA,0.40382805,NA,NA,979.178,NA
1955,MT,26,Montana,NA,0.43627858,NA,NA,1010.15,NA
1956,MT,26,Montana,NA,0.45343402,NA,NA,1052.77,NA
1957,MT,26,Montana,NA,0.44328383,NA,NA,1076.84,NA
1958,MT,26,Montana,NA,0.45792589,NA,NA,1047.68,NA
1959,MT,26,Montana,NA,0.45059952,NA,NA,1087.07,NA
1960,MT,26,Montana,NA,0.44904569,NA,NA,1060.46,NA
1961,MT,26,Montana,NA,0.45894435,NA,NA,1135.39,NA
1962,MT,26,Montana,NA,0.48163366,NA,NA,1086.12,NA
1963,MT,26,Montana,NA,0.45536053,NA,NA,1092.03,NA
1964,MT,26,Montana,NA,0.4746154,NA,NA,1132.59,NA
1965,MT,26,Montana,NA,0.46075001,NA,NA,1108.01,NA
1966,MT,26,Montana,NA,0.45042792,NA,NA,1076.03,NA
1967,MT,26,Montana,NA,0.47807083,NA,NA,1034.51,NA
1968,MT,26,Montana,NA,0.50413358,NA,NA,90.2564,NA
1969,MT,26,Montana,NA,0.45058131,NA,NA,852.799,NA
1970,MT,26,Montana,NA,0.47049257,NA,NA,914.723,NA
1971,MT,26,Montana,NA,0.45367402,NA,NA,840.437,NA
1972,MT,26,Montana,NA,0.44429073,NA,NA,680.857,NA
1973,MT,26,Montana,NA,0.49294159,NA,NA,776.068,NA
1974,MT,26,Montana,NA,0.49259719,NA,NA,706.36,NA
1975,MT,26,Montana,NA,0.51003069,70.80000305,NA,652.011,NA
1976,MT,26,Montana,NA,0.50618553,76.90000153,NA,655.475,NA
1977,MT,26,Montana,NA,0.51358855,90.61000061,NA,631.792,NA
1978,MT,26,Montana,NA,0.51387203,97.98999786,NA,667.273,NA
1979,MT,26,Montana,NA,0.50778216,109.5400009,NA,632.561,NA
1980,MT,26,Montana,NA,0.49545616,120.6200027,NA,590.344,NA
1981,MT,26,Montana,NA,0.50147885,146.9799957,NA,578.498,NA
1982,MT,26,Montana,NA,0.54047841,171.4400024,NA,671.933,NA
1983,MT,26,Montana,NA,0.56420577,186.1399994,NA,674.773,NA
1984,MT,26,Montana,NA,0.57411033,209.2799988,NA,706.602,NA
1985,MT,26,Montana,NA,0.58494133,223.6999969,NA,687.304,NA
1986,MT,26,Montana,NA,0.5860638,239.8399963,NA,719.941,NA
1987,MT,26,Montana,NA,0.58683801,291.4200134,NA,710.458,NA
1988,MT,26,Montana,NA,0.59767401,294.5400085,NA,702.338,NA
1989,MT,26,Montana,NA,0.62474495,314.75,NA,628.969,NA
1990,MT,26,Montana,NA,0.58571762,345.3999939,NA,612.234,NA
1991,MT,26,Montana,NA,0.59022617,409.7999878,NA,594.477,NA
1992,MT,26,Montana,NA,0.58262932,406.1199951,NA,577.108,NA
1993,MT,26,Montana,NA,0.5823772,483.6000061,NA,NA,NA
1994,MT,26,Montana,NA,0.57603431,487.1799927,NA,NA,NA
1995,MT,26,Montana,NA,0.58153588,507.3699951,NA,NA,NA
1996,MT,26,Montana,NA,0.60271966,581.4500122,NA,NA,935.831
1997,MT,26,Montana,NA,0.57472479,569.5100098,NA,NA,NA
1998,MT,26,Montana,NA,0.59269673,529.25,133,NA,NA
1999,MT,26,Montana,NA,0.59825063,560.3599854,133,NA,NA
2000,MT,26,Montana,NA,0.58692604,607.8499756,133,NA,NA
2001,MT,26,Montana,NA,0.57533896,665.3900146,133,NA,1094.29
2002,MT,26,Montana,NA,0.59556258,725.25,133,NA,1088.99
2003,MT,26,Montana,NA,0.62867671,723.6799927,133,NA,1054.97
2004,MT,26,Montana,NA,0.65260565,822.9299927,133,NA,805.006
2005,MT,26,Montana,NA,0.66921812,851.6099854,133,NA,765.674
2006,MT,26,Montana,NA,0.66426408,901.0200195,NA,NA,735.091
2007,MT,26,Montana,NA,0.66027045,NA,150,NA,708.033
2008,MT,26,Montana,NA,0.65600842,NA,150,NA,682.113
2009,MT,26,Montana,NA,0.64026511,NA,150,NA,793.45
2010,MT,26,Montana,NA,0.6125893,NA,150,NA,780.955
2011,MT,26,Montana,NA,0.61573535,NA,150,NA,702.62
2012,MT,26,Montana,1356335,0.63094223,NA,150,NA,688.168
2013,MT,26,Montana,1421146,0.60549855,NA,NA,NA,732.017
2014,MT,26,Montana,1503493,NA,NA,NA,NA,NA
2015,MT,26,Montana,1545178,NA,NA,NA,NA,NA
2016,MT,26,Montana,1697056,NA,NA,NA,NA,NA
2017,MT,26,Montana,NA,NA,NA,NA,NA,NA
2018,MT,26,Montana,NA,NA,NA,NA,NA,NA
2019,MT,26,Montana,NA,NA,NA,NA,NA,NA
2020,MT,26,Montana,NA,NA,NA,NA,NA,NA
1900,NC,33,North Carolina,NA,NA,NA,NA,NA,NA
1901,NC,33,North Carolina,NA,NA,NA,NA,NA,NA
1902,NC,33,North Carolina,NA,NA,NA,NA,NA,NA
1903,NC,33,North Carolina,NA,NA,NA,NA,NA,NA
1904,NC,33,North Carolina,NA,NA,NA,NA,NA,NA
1905,NC,33,North Carolina,NA,NA,NA,NA,NA,NA
1906,NC,33,North Carolina,NA,NA,NA,NA,NA,NA
1907,NC,33,North Carolina,NA,NA,NA,NA,NA,NA
1908,NC,33,North Carolina,NA,NA,NA,NA,NA,NA
1909,NC,33,North Carolina,NA,NA,NA,NA,NA,NA
1910,NC,33,North Carolina,NA,NA,NA,NA,NA,NA
1911,NC,33,North Carolina,NA,NA,NA,NA,NA,NA
1912,NC,33,North Carolina,NA,NA,NA,NA,NA,NA
1913,NC,33,North Carolina,NA,NA,NA,NA,NA,NA
1914,NC,33,North Carolina,NA,NA,NA,NA,NA,NA
1915,NC,33,North Carolina,NA,NA,NA,NA,NA,NA
1916,NC,33,North Carolina,NA,NA,NA,NA,NA,NA
1917,NC,33,North Carolina,NA,0.43040848,NA,NA,NA,NA
1918,NC,33,North Carolina,NA,0.42341578,NA,NA,NA,NA
1919,NC,33,North Carolina,NA,0.43548474,NA,NA,NA,NA
1920,NC,33,North Carolina,NA,0.42466256,NA,NA,NA,NA
1921,NC,33,North Carolina,NA,0.37986156,NA,NA,NA,NA
1922,NC,33,North Carolina,NA,0.38496691,NA,NA,NA,NA
1923,NC,33,North Carolina,NA,0.39586809,NA,NA,NA,NA
1924,NC,33,North Carolina,NA,0.40764946,NA,NA,NA,NA
1925,NC,33,North Carolina,NA,0.46203661,NA,NA,NA,NA
1926,NC,33,North Carolina,NA,0.47777259,NA,NA,NA,NA
1927,NC,33,North Carolina,NA,0.5148778,NA,NA,NA,NA
1928,NC,33,North Carolina,NA,0.55014265,NA,NA,NA,NA
1929,NC,33,North Carolina,NA,0.50602025,NA,NA,NA,NA
1930,NC,33,North Carolina,NA,0.48850241,NA,NA,NA,NA
1931,NC,33,North Carolina,NA,0.47692311,NA,NA,NA,NA
1932,NC,33,North Carolina,NA,0.47795835,NA,NA,NA,NA
1933,NC,33,North Carolina,NA,0.45452464,NA,NA,NA,NA
1934,NC,33,North Carolina,NA,0.46247643,NA,NA,NA,NA
1935,NC,33,North Carolina,NA,0.45816195,NA,NA,NA,NA
1936,NC,33,North Carolina,NA,0.48656145,NA,NA,456.82,NA
1937,NC,33,North Carolina,NA,0.47721326,NA,NA,414.217,NA
1938,NC,33,North Carolina,NA,0.47027904,NA,NA,402.165,NA
1939,NC,33,North Carolina,NA,0.472758,NA,NA,407.681,NA
1940,NC,33,North Carolina,NA,0.43340045,NA,NA,442.744,NA
1941,NC,33,North Carolina,NA,0.43135199,NA,NA,427.768,NA
1942,NC,33,North Carolina,NA,0.43944615,NA,NA,397.226,NA
1943,NC,33,North Carolina,NA,0.40292349,NA,NA,402.308,NA
1944,NC,33,North Carolina,NA,0.43251014,NA,NA,466.695,NA
1945,NC,33,North Carolina,NA,0.46209678,NA,NA,536.351,NA
1946,NC,33,North Carolina,NA,0.45459273,NA,NA,745.386,NA
1947,NC,33,North Carolina,NA,0.43269527,NA,NA,581.286,NA
1948,NC,33,North Carolina,NA,0.43194833,NA,NA,598.104,NA
1949,NC,33,North Carolina,NA,0.4270151,NA,NA,658.413,NA
1950,NC,33,North Carolina,NA,0.42494735,NA,NA,671.438,NA
1951,NC,33,North Carolina,NA,0.42488819,NA,NA,666.323,NA
1952,NC,33,North Carolina,NA,0.4252485,NA,NA,685.426,NA
1953,NC,33,North Carolina,NA,0.42382368,NA,NA,811.873,NA
1954,NC,33,North Carolina,NA,0.42875043,NA,NA,852.785,NA
1955,NC,33,North Carolina,NA,0.43301421,NA,NA,868.526,NA
1956,NC,33,North Carolina,NA,0.44694731,NA,NA,905.135,NA
1957,NC,33,North Carolina,NA,0.44753137,NA,NA,920.706,NA
1958,NC,33,North Carolina,NA,0.44434911,NA,NA,953.547,NA
1959,NC,33,North Carolina,NA,0.45153174,NA,NA,996.739,NA
1960,NC,33,North Carolina,NA,0.45306012,NA,NA,985.833,NA
1961,NC,33,North Carolina,NA,0.46019945,NA,NA,1053.36,NA
1962,NC,33,North Carolina,NA,0.46213874,NA,NA,1019.04,NA
1963,NC,33,North Carolina,NA,0.45950103,NA,NA,1092.94,NA
1964,NC,33,North Carolina,NA,0.45442691,NA,NA,1072.03,NA
1965,NC,33,North Carolina,NA,0.46805948000000003,NA,NA,1052.04,NA
1966,NC,33,North Carolina,NA,0.47068489,NA,NA,942.112,NA
1967,NC,33,North Carolina,NA,0.47237292,NA,NA,920.113,NA
1968,NC,33,North Carolina,NA,0.47711825,NA,NA,907.647,NA
1969,NC,33,North Carolina,NA,0.4633339,NA,NA,870.088,NA
1970,NC,33,North Carolina,NA,0.45997754,NA,NA,801.012,NA
1971,NC,33,North Carolina,NA,0.44482645,NA,NA,748.007,NA
1972,NC,33,North Carolina,NA,0.45443293,NA,NA,685.114,NA
1973,NC,33,North Carolina,NA,0.43924463,NA,NA,724.52,NA
1974,NC,33,North Carolina,NA,0.45802724,NA,NA,787.564,NA
1975,NC,33,North Carolina,NA,0.46074417,56.63000107,NA,693.683,NA
1976,NC,33,North Carolina,NA,0.47717583,69.33999634,NA,649.053,NA
1977,NC,33,North Carolina,NA,0.45565557,78.73999786,NA,609.312,NA
1978,NC,33,North Carolina,NA,0.46314794,91.26000214,NA,555.368,NA
1979,NC,33,North Carolina,NA,0.46816975,110.5500031,NA,524.145,NA
1980,NC,33,North Carolina,NA,0.4757857,124.0100021,NA,464.132,NA
1981,NC,33,North Carolina,NA,0.48568603,135.1399994,NA,431.869,NA
1982,NC,33,North Carolina,NA,0.47924945,131.2799988,NA,428.564,NA
1983,NC,33,North Carolina,NA,0.47662359,140.1199951,NA,411.924,NA
1984,NC,33,North Carolina,NA,0.47741842,152.1799927,NA,459.089,NA
1985,NC,33,North Carolina,NA,0.48472616,151.1399994,NA,493.96,NA
1986,NC,33,North Carolina,NA,0.49508023,170.0299988,NA,479.024,NA
1987,NC,33,North Carolina,NA,0.50938153,188.2100067,NA,487.131,NA
1988,NC,33,North Carolina,NA,0.52840239,207.0599976,NA,467.445,NA
1989,NC,33,North Carolina,NA,0.55232167,244.4400024,NA,446.434,NA
1990,NC,33,North Carolina,NA,0.54372597,276.4200134,NA,424.171,NA
1991,NC,33,North Carolina,NA,0.54179651,350.019989,NA,401.127,NA
1992,NC,33,North Carolina,NA,0.54204696,431.6400146,NA,380.448,NA
1993,NC,33,North Carolina,NA,0.53946602,460.3699951,NA,NA,NA
1994,NC,33,North Carolina,NA,0.53513235,510.2999878,NA,NA,NA
1995,NC,33,North Carolina,NA,0.54041588,559.5499878,NA,NA,NA
1996,NC,33,North Carolina,NA,0.55964977,604.7299805,NA,NA,1388.27
1997,NC,33,North Carolina,NA,0.54878461,637.0999756,NA,NA,1350.27
1998,NC,33,North Carolina,NA,0.55391061,647.4899902,185,NA,1326.28
1999,NC,33,North Carolina,NA,0.55559307,668.2299805,185,NA,1296.3
2000,NC,33,North Carolina,NA,0.56276333,723.9199829,185,NA,997.114
2001,NC,33,North Carolina,NA,0.54964316,756.1599731,185,NA,972.535
2002,NC,33,North Carolina,NA,0.55172098,823.1300049,185,NA,955.08
2003,NC,33,North Carolina,NA,0.56611073,928.3599854,185,NA,845.953
2004,NC,33,North Carolina,NA,0.5854125,1031.540039,185,NA,817.296
2005,NC,33,North Carolina,NA,0.60213363,1150.540039,185,NA,785.494
2006,NC,33,North Carolina,NA,0.61630142,1124.77002,185,NA,754.617
2007,NC,33,North Carolina,NA,0.61779946,NA,185,NA,727.563
2008,NC,33,North Carolina,NA,0.61831099,NA,185,NA,700.928
2009,NC,33,North Carolina,NA,0.60137153,NA,185,NA,703.742
2010,NC,33,North Carolina,NA,0.58449775,NA,185,NA,692.66
2011,NC,33,North Carolina,NA,0.58933288,NA,185,NA,671.182
2012,NC,33,North Carolina,12830133,0.59843075,NA,185,NA,657.377
2013,NC,33,North Carolina,12977012,0.58831131,NA,NA,NA,644.487
2014,NC,33,North Carolina,12723155,NA,NA,NA,NA,NA
2015,NC,33,North Carolina,13318779,NA,NA,NA,NA,NA
2016,NC,33,North Carolina,12938720,NA,NA,NA,NA,NA
2017,NC,33,North Carolina,NA,NA,NA,NA,NA,NA
2018,NC,33,North Carolina,NA,NA,NA,NA,NA,NA
2019,NC,33,North Carolina,NA,NA,NA,NA,NA,NA
2020,NC,33,North Carolina,NA,NA,NA,NA,NA,NA
1900,ND,34,North Dakota,NA,NA,NA,NA,NA,NA
1901,ND,34,North Dakota,NA,NA,NA,NA,NA,NA
1902,ND,34,North Dakota,NA,NA,NA,NA,NA,NA
1903,ND,34,North Dakota,NA,NA,NA,NA,NA,NA
1904,ND,34,North Dakota,NA,NA,NA,NA,NA,NA
1905,ND,34,North Dakota,NA,NA,NA,NA,NA,NA
1906,ND,34,North Dakota,NA,NA,NA,NA,NA,NA
1907,ND,34,North Dakota,NA,NA,NA,NA,NA,NA
